episode,score,avg_reward_5,epsilon,steps,loss
1,-20.0,-20.0,0.995,1083,0.010982407449894805
2,-21.0,-20.5,0.990025,812,0.017911555292084925
3,-20.0,-20.333333333333332,0.985074875,903,0.02292663677756668
4,-19.0,-20.0,0.9801495006250001,951,0.02542822786659976
5,-18.0,-19.6,0.9752487531218751,1071,0.022812496171131385
6,-21.0,-19.8,0.9703725093562657,942,0.02497560583794541
7,-20.0,-19.6,0.9655206468094844,903,0.02399494492372223
8,-21.0,-19.8,0.960693043575437,962,0.022647101873362035
9,-19.0,-19.8,0.9558895783575597,968,0.023529744349263245
10,-21.0,-20.4,0.9511101304657719,792,0.01860552164672676
11,-21.0,-20.4,0.946354579813443,1034,0.023478210903156622
12,-21.0,-20.6,0.9416228069143757,825,0.023953226597760946
13,-20.0,-20.4,0.9369146928798039,890,0.021275835439891116
14,-21.0,-20.8,0.9322301194154049,845,0.0240352857543548
15,-21.0,-20.8,0.9275689688183278,764,0.024763564128434203
16,-20.0,-20.6,0.9229311239742362,998,0.02432223185087332
17,-21.0,-20.6,0.918316468354365,852,0.024715887333710235
18,-21.0,-20.8,0.9137248860125932,792,0.02160383203770816
19,-21.0,-20.8,0.9091562615825302,824,0.024241298291175536
20,-20.0,-20.6,0.9046104802746175,889,0.0253222883005296
21,-21.0,-20.8,0.9000874278732445,824,0.025386142648805166
22,-21.0,-20.8,0.8955869907338783,902,0.023283598458136538
23,-20.0,-20.6,0.8911090557802088,842,0.02468815932365996
24,-21.0,-20.6,0.8866535105013078,811,0.023678331776351567
25,-20.0,-20.6,0.8822202429488013,861,0.024082556513926927
26,-20.0,-20.4,0.8778091417340573,878,0.02427499830606261
27,-20.0,-20.2,0.8734200960253871,950,0.021370359410832047
28,-20.0,-20.2,0.8690529955452602,933,0.02646681470411534
29,-20.0,-20.0,0.8647077305675338,1009,0.025147830302724605
30,-21.0,-20.2,0.8603841919146962,764,0.025199156498903086
31,-20.0,-20.2,0.8560822709551227,861,0.02338469189848528
32,-21.0,-20.4,0.851801859600347,871,0.02250367059134055
33,-21.0,-20.6,0.8475428503023453,820,0.021804052504402777
34,-20.0,-20.6,0.8433051360508336,871,0.02473203629025672
35,-20.0,-20.4,0.8390886103705794,843,0.026490818912930918
36,-21.0,-20.6,0.8348931673187264,843,0.026054682042369617
37,-20.0,-20.4,0.8307187014821328,843,0.022087589236166084
38,-21.0,-20.4,0.8265651079747222,850,0.023158133200862827
39,-20.0,-20.4,0.8224322824348486,1084,0.023064139638245586
40,-20.0,-20.4,0.8183201210226743,983,0.021721895736620155
41,-20.0,-20.2,0.8142285204175609,1026,0.023270245850768975
42,-21.0,-20.4,0.810157377815473,764,0.02572752736498637
43,-21.0,-20.4,0.8061065909263957,969,0.02195096459098317
44,-21.0,-20.6,0.8020760579717637,764,0.024148195231298634
45,-21.0,-20.8,0.798065677681905,764,0.02498772364376108
46,-20.0,-20.8,0.7940753492934954,903,0.024333234434164307
47,-21.0,-20.8,0.7901049725470279,764,0.024908898694880176
48,-21.0,-20.8,0.7861544476842928,792,0.020627243881983413
49,-21.0,-20.8,0.7822236754458713,825,0.02150554665674766
50,-20.0,-20.6,0.778312557068642,887,0.02443319750621494
51,-21.0,-20.8,0.7744209942832988,764,0.024403068068654908
52,-21.0,-20.8,0.7705488893118823,764,0.026129704136034188
53,-21.0,-20.8,0.7666961448653229,764,0.0272050540975334
54,-21.0,-20.8,0.7628626641409962,764,0.02858613074063238
55,-20.0,-20.8,0.7590483508202912,870,0.023979407674117794
56,-21.0,-20.8,0.7552531090661897,764,0.024091170833734684
57,-21.0,-20.8,0.7514768435208588,764,0.023052226161280723
58,-21.0,-20.8,0.7477194593032545,764,0.02557678770237201
59,-21.0,-20.8,0.7439808620067382,764,0.02470448617307629
60,-21.0,-21.0,0.7402609576967045,830,0.024619981221411468
61,-21.0,-21.0,0.736559652908221,783,0.02560557527148507
62,-20.0,-20.8,0.7328768546436799,981,0.02472140142424972
63,-20.0,-20.6,0.7292124703704616,838,0.025558600111765598
64,-20.0,-20.4,0.7255664080186093,871,0.0220979521828332
65,-21.0,-20.4,0.7219385759785162,854,0.021410008962688732
66,-21.0,-20.4,0.7183288830986236,782,0.02562969741671283
67,-21.0,-20.6,0.7147372386831305,764,0.027817464397459215
68,-20.0,-20.6,0.7111635524897149,1043,0.025413200104034757
69,-20.0,-20.6,0.7076077347272662,1053,0.02686961881208551
70,-21.0,-20.6,0.7040696960536299,881,0.023917862428446054
71,-21.0,-20.6,0.7005493475733617,1063,0.022447117409609835
72,-21.0,-20.6,0.697046600835495,938,0.026089522918567868
73,-21.0,-20.8,0.6935613678313175,870,0.02235059439664273
74,-21.0,-21.0,0.6900935609921609,792,0.02386198816270505
75,-21.0,-21.0,0.6866430931872001,764,0.02559520743697539
76,-20.0,-20.8,0.6832098777212641,1017,0.02433551245104822
77,-21.0,-20.8,0.6797938283326578,764,0.023363516163496918
78,-21.0,-20.8,0.6763948591909945,852,0.026876066930120932
79,-21.0,-20.8,0.6730128848950395,794,0.02389354329427642
80,-21.0,-20.8,0.6696478204705644,792,0.023404209708178775
81,-21.0,-21.0,0.6662995813682115,764,0.023022535886211795
82,-21.0,-21.0,0.6629680834613705,764,0.02105682573402901
83,-21.0,-21.0,0.6596532430440636,824,0.021479859124456286
84,-21.0,-21.0,0.6563549768288433,915,0.024039195494756836
85,-21.0,-21.0,0.653073201944699,820,0.024648132105180482
86,-21.0,-21.0,0.6498078359349755,884,0.023187917843375438
87,-21.0,-21.0,0.6465587967553006,764,0.02387892571898849
88,-20.0,-20.8,0.6433260027715241,955,0.024090265844313487
89,-21.0,-20.8,0.6401093727576664,764,0.02150698706145942
90,-21.0,-20.8,0.6369088258938781,885,0.025511692115204345
91,-21.0,-20.8,0.6337242817644086,824,0.025224834658349685
92,-21.0,-20.8,0.6305556603555866,944,0.023736678844709216
93,-21.0,-21.0,0.6274028820538087,886,0.024325407888468577
94,-20.0,-20.8,0.6242658676435396,870,0.024275931155331828
95,-18.0,-20.2,0.6211445383053219,1150,0.024401239109802585
96,-19.0,-19.8,0.6180388156137953,1008,0.02325423195777278
97,-20.0,-19.6,0.6149486215357263,889,0.0242748815971005
98,-20.0,-19.4,0.6118738784280476,986,0.024601546388438717
99,-21.0,-19.6,0.6088145090359074,824,0.02409641564807016
100,-21.0,-20.2,0.6057704364907278,820,0.033063431889409335
101,-21.0,-20.6,0.6027415843082742,764,0.022413413217210475
102,-21.0,-20.8,0.5997278763867329,820,0.023623381591176263
103,-20.0,-20.8,0.5967292370047992,898,0.024971507299922972
104,-21.0,-20.8,0.5937455908197752,903,0.02394831154694918
105,-21.0,-20.8,0.5907768628656763,764,0.022838291168427435
106,-21.0,-20.8,0.5878229785513479,764,0.024775694130914693
107,-21.0,-20.8,0.5848838636585911,764,0.02536847073425105
108,-21.0,-21.0,0.5819594443402982,884,0.025227109580180908
109,-20.0,-20.8,0.5790496471185967,842,0.02248197596127111
110,-21.0,-20.8,0.5761543988830038,852,0.02393348422229395
111,-21.0,-20.8,0.5732736268885887,852,0.02344438479158185
112,-21.0,-20.8,0.5704072587541458,794,0.02427828710437377
113,-21.0,-20.8,0.567555222460375,764,0.023449481792645274
114,-21.0,-21.0,0.5647174463480732,764,0.024653269388805587
115,-20.0,-20.8,0.5618938591163328,1040,0.0240392340213685
116,-20.0,-20.6,0.5590843898207511,931,0.02307592360322813
117,-21.0,-20.6,0.5562889678716474,783,0.022628419997584193
118,-21.0,-20.6,0.5535075230322891,912,0.025792302519715905
119,-20.0,-20.4,0.5507399854171277,991,0.023274486695520118
120,-19.0,-20.2,0.547986285490042,994,0.022045314399146296
121,-21.0,-20.4,0.5452463540625918,826,0.0240055970196752
122,-21.0,-20.4,0.5425201222922789,824,0.0260468188532189
123,-21.0,-20.4,0.5398075216808175,914,0.022834766714909333
124,-20.0,-20.4,0.5371084840724134,1141,0.02371365929656645
125,-21.0,-20.8,0.5344229416520513,764,0.024787278082387836
126,-21.0,-20.8,0.531750826943791,764,0.02511002677749551
127,-21.0,-20.8,0.5290920728090721,764,0.022637328122854013
128,-21.0,-20.8,0.5264466124450268,826,0.026329248371309535
129,-20.0,-20.8,0.5238143793828016,866,0.025665336925166447
130,-21.0,-20.8,0.5211953074858876,764,0.024031514414806766
131,-20.0,-20.6,0.5185893309484582,843,0.025504392533287436
132,-21.0,-20.6,0.5159963842937159,852,0.023402712448436423
133,-21.0,-20.6,0.5134164023722473,764,0.02475555228468345
134,-21.0,-20.8,0.510849320360386,826,0.025563356346229756
135,-21.0,-20.8,0.5082950737585841,811,0.024949534750530904
136,-20.0,-20.8,0.5057535983897912,932,0.02461461474750013
137,-20.0,-20.6,0.5032248303978422,870,0.025153835761981706
138,-21.0,-20.6,0.500708706245853,764,0.02303707126649316
139,-21.0,-20.6,0.4982051627146237,890,0.021176030789256707
140,-21.0,-20.6,0.49571413690105054,764,0.024525053706545813
141,-21.0,-20.8,0.4932355662165453,824,0.02707098725629285
142,-20.0,-20.8,0.4907693883854626,861,0.021899146334146195
143,-21.0,-20.8,0.4883155414435353,792,0.024883548663932043
144,-20.0,-20.6,0.4858739637363176,842,0.02505921995859165
145,-20.0,-20.4,0.483444593917636,902,0.02658757219682685
146,-19.0,-20.0,0.4810273709480478,937,0.023084199675068105
147,-20.0,-20.0,0.47862223409330756,843,0.024376728260129567
148,-21.0,-20.0,0.47622912292284103,792,0.02377185574813565
149,-20.0,-20.0,0.4738479773082268,1101,0.02321606406118961
150,-21.0,-20.2,0.47147873742168567,914,0.020776849866386057
151,-21.0,-20.6,0.46912134373457726,854,0.025855043843200847
152,-21.0,-20.8,0.46677573701590436,824,0.02407714990445173
153,-21.0,-20.8,0.46444185833082485,856,0.023742320752224207
154,-21.0,-21.0,0.46211964903917074,824,0.0235069158836833
155,-21.0,-21.0,0.4598090507939749,764,0.021953168335392508
156,-21.0,-21.0,0.457510005540005,764,0.024367957855052136
157,-20.0,-20.8,0.45522245551230495,838,0.02564413445246815
158,-21.0,-20.8,0.4529463432347434,802,0.026857209947187235
159,-21.0,-20.8,0.4506816115185697,764,0.028559421889297422
160,-21.0,-20.8,0.4484282034609769,826,0.023437900519585934
161,-19.0,-20.4,0.446186062443672,1023,0.023580902337565136
162,-21.0,-20.6,0.4439551321314536,783,0.02622307633754671
163,-21.0,-20.6,0.4417353564707963,792,0.029047248394827058
164,-21.0,-20.6,0.43952667968844233,885,0.023428404583440473
165,-20.0,-20.4,0.43732904629000013,842,0.023819166027889378
166,-21.0,-20.8,0.4351424010585501,852,0.02428198402870554
167,-21.0,-20.8,0.43296668905325736,824,0.024523991368748718
168,-19.0,-20.4,0.43080185560799106,982,0.025600439548606715
169,-21.0,-20.4,0.4286478463299511,764,0.025637716458560608
170,-21.0,-20.6,0.42650460709830135,764,0.025084748172310316
171,-21.0,-20.6,0.42437208406280985,826,0.023634745006272783
172,-21.0,-20.6,0.4222502236424958,764,0.025410015147545983
173,-21.0,-21.0,0.42013897252428334,764,0.027985391674452968
174,-20.0,-20.8,0.4180382776616619,842,0.02341202288219537
175,-21.0,-20.8,0.4159480862733536,792,0.02267301828738489
176,-21.0,-20.8,0.41386834584198684,884,0.024075385543305218
177,-21.0,-20.8,0.4117990041127769,824,0.022183978942424784
178,-21.0,-20.8,0.40974000909221303,824,0.022914906987918003
179,-21.0,-21.0,0.40769130904675194,824,0.025300138618387914
180,-20.0,-20.8,0.40565285250151817,1116,0.025210393335761822
181,-21.0,-20.8,0.4036245882390106,764,0.024843720059353657
182,-20.0,-20.6,0.4016064652978155,844,0.02348762150884976
183,-21.0,-20.6,0.3995984329713264,826,0.019384638983162953
184,-20.0,-20.4,0.3976004408064698,904,0.025971063894999577
185,-20.0,-20.4,0.39561243860243744,838,0.0236299337498243
186,-21.0,-20.4,0.3936343764094253,824,0.026770799201965453
187,-21.0,-20.6,0.39166620452737816,812,0.02351453636237879
188,-21.0,-20.6,0.3897078735047413,793,0.024462124525025032
189,-20.0,-20.6,0.3877593341372176,870,0.02708140435302764
190,-21.0,-20.8,0.3858205374665315,820,0.02505902640476096
191,-21.0,-20.8,0.38389143477919885,884,0.023386888994820963
192,-21.0,-20.8,0.3819719776053028,764,0.026113273450191724
193,-21.0,-20.8,0.3800621177172763,792,0.0218421785038935
194,-21.0,-21.0,0.37816180712868996,764,0.026773197333706623
195,-21.0,-21.0,0.37627099809304654,824,0.022993863011666265
196,-21.0,-21.0,0.3743896431025813,824,0.020187922489163363
197,-20.0,-20.8,0.37251769488706843,871,0.028690444521562396
198,-20.0,-20.6,0.3706551064126331,916,0.021858160535412344
199,-21.0,-20.6,0.36880183088056995,792,0.026131715403644562
200,-21.0,-20.6,0.3669578217261671,783,0.025434429999085566
201,-20.0,-20.4,0.36512303261753626,866,0.024590187727007343
202,-20.0,-20.4,0.3632974174544486,838,0.02396414914743687
203,-20.0,-20.4,0.3614809303671764,960,0.02403995329797605
204,-21.0,-20.4,0.3596735257153405,792,0.02127923196727499
205,-21.0,-20.4,0.3578751580867638,764,0.023945415337795987
206,-20.0,-20.4,0.35608578229633,838,0.025826435475715778
207,-20.0,-20.4,0.3543053533848483,867,0.02404135310950363
208,-21.0,-20.6,0.35253382661792404,764,0.023976633756329167
209,-21.0,-20.6,0.3507711574848344,824,0.022809165295115837
210,-21.0,-20.6,0.34901730169741024,792,0.02710668167444487
211,-21.0,-20.8,0.3472722151889232,826,0.02742059934304629
212,-21.0,-21.0,0.3455358541129786,764,0.02772959092796045
213,-21.0,-21.0,0.3438081748424137,764,0.024308634111077185
214,-21.0,-21.0,0.3420891339682016,764,0.02289111577705035
215,-21.0,-21.0,0.3403786882983606,764,0.024774588604601064
216,-20.0,-20.8,0.3386767948568688,963,0.026473944625990835
217,-21.0,-20.8,0.33698341088258443,792,0.024349376370560324
218,-21.0,-20.8,0.3352984938281715,824,0.02452096775853984
219,-20.0,-20.6,0.33362200135903064,890,0.024543858751500277
220,-19.0,-20.2,0.33195389135223546,1061,0.029162348718635878
221,-21.0,-20.4,0.3302941218954743,764,0.024278788858825336
222,-19.0,-20.0,0.32864265128599696,962,0.024339821428220755
223,-19.0,-19.6,0.326999438029567,976,0.023251108010120588
224,-21.0,-19.8,0.3253644408394192,764,0.026623046593691822
225,-21.0,-20.2,0.3237376186352221,783,0.02599033627281885
226,-20.0,-20.0,0.322118930542046,860,0.027188120529273534
227,-21.0,-20.4,0.32050833588933575,764,0.02600110163720183
228,-21.0,-20.8,0.31890579420988907,764,0.023843037804546923
229,-21.0,-20.8,0.3173112652388396,912,0.02579931402716172
230,-21.0,-20.8,0.3157247089126454,764,0.02536601640278119
231,-21.0,-21.0,0.3141460853680822,764,0.024126365575960748
232,-20.0,-20.8,0.3125753549412418,931,0.023812922396669968
233,-20.0,-20.6,0.31101247816653554,1016,0.02476471348844517
234,-21.0,-20.6,0.30945741577570285,852,0.025781906600242908
235,-21.0,-20.6,0.3079101286968243,764,0.0280016020715361
236,-21.0,-20.6,0.3063705780533402,764,0.021526446112095445
237,-21.0,-20.8,0.30483872516307353,880,0.02359101854121532
238,-21.0,-21.0,0.3033145315372582,764,0.026426435360651163
239,-21.0,-21.0,0.3017979588795719,764,0.0213788386870836
240,-21.0,-21.0,0.30028896908517405,824,0.028665925255039644
241,-21.0,-21.0,0.2987875242397482,792,0.023283115873967135
242,-20.0,-20.8,0.29729358661854943,838,0.025156032422171692
243,-21.0,-20.8,0.29580711868545667,914,0.025124283245818422
244,-20.0,-20.6,0.2943280830920294,870,0.020960821264879054
245,-21.0,-20.6,0.29285644267656924,825,0.02495333818020299
246,-21.0,-20.6,0.2913921604631864,792,0.02556135834623487
247,-21.0,-20.8,0.28993519966087045,1004,0.025870645529438883
248,-20.0,-20.6,0.2884855236625661,838,0.024739624763272707
249,-20.0,-20.6,0.28704309604425327,949,0.02435759328840815
250,-21.0,-20.6,0.285607880564032,792,0.027647375397565257
251,-20.0,-20.4,0.28417984116121187,842,0.024490401822988735
252,-21.0,-20.4,0.2827589419554058,852,0.020087421421295562
253,-21.0,-20.6,0.28134514724562876,826,0.02363056599347642
254,-21.0,-20.8,0.2799384215094006,826,0.019072401438360965
255,-21.0,-20.8,0.27853872940185365,844,0.02500329288155816
256,-20.0,-20.8,0.27714603575484437,933,0.023029734817974115
257,-20.0,-20.6,0.2757603055760701,980,0.02525035852397975
258,-21.0,-20.6,0.2743815040481898,824,0.025431280774197165
259,-21.0,-20.6,0.2730095965279488,826,0.025141340980355455
260,-21.0,-20.6,0.27164454854530906,824,0.024561659061697196
261,-21.0,-20.8,0.2702863258025825,824,0.025324702662932467
262,-21.0,-21.0,0.2689348941735696,792,0.023013091494221677
263,-21.0,-21.0,0.26759021970270175,825,0.02378378709303709
264,-21.0,-21.0,0.2662522686041882,824,0.022942441049821957
265,-21.0,-21.0,0.2649210072611673,854,0.025251930682292586
266,-19.0,-20.6,0.26359640222486147,935,0.021380390488028398
267,-21.0,-20.6,0.26227842021373715,884,0.02380086781829556
268,-20.0,-20.4,0.2609670281126685,838,0.02509576069454144
269,-21.0,-20.4,0.25966219297210513,782,0.02051774761168738
270,-21.0,-20.4,0.2583638820072446,839,0.025593978206180836
271,-20.0,-20.6,0.2570720625972084,838,0.021870016650963428
272,-20.0,-20.4,0.25578670228422234,843,0.023785158740426304
273,-21.0,-20.6,0.25450776877280124,764,0.02547682310273677
274,-21.0,-20.6,0.2532352299289372,764,0.023372701790202982
275,-21.0,-20.6,0.2519690537792925,948,0.024721565207372908
276,-19.0,-20.4,0.2507092085103961,916,0.02410590201621371
277,-20.0,-20.4,0.2494556624678441,903,0.024284190351242362
278,-21.0,-20.4,0.24820838415550486,764,0.02407065651809074
279,-21.0,-20.4,0.24696734223472733,764,0.02296216873108764
280,-21.0,-20.4,0.2457325055235537,811,0.02390068538345063
281,-20.0,-20.6,0.24450384299593592,844,0.025197322311516248
282,-20.0,-20.6,0.24328132378095624,894,0.0227275922374841
283,-21.0,-20.6,0.24206491716205145,825,0.022181971080576523
284,-21.0,-20.6,0.2408545925762412,764,0.024059557600808697
285,-21.0,-20.6,0.23965031961336,824,0.022778578718413697
286,-21.0,-20.8,0.2384520680152932,905,0.023235535817185432
287,-21.0,-21.0,0.23725980767521673,783,0.02471214618093315
288,-21.0,-21.0,0.23607350863684065,764,0.02399408849014054
289,-21.0,-21.0,0.23489314109365644,825,0.022773801173166387
290,-21.0,-21.0,0.23371867538818816,783,0.023006329123708504
291,-21.0,-21.0,0.23255008201124722,764,0.020084703679515613
292,-21.0,-21.0,0.231387331601191,884,0.025861645416111415
293,-20.0,-20.8,0.23023039494318503,842,0.022689719051707507
294,-21.0,-20.8,0.2290792429684691,794,0.022557660622408753
295,-20.0,-20.6,0.22793384675362674,870,0.026902742746912327
296,-21.0,-20.6,0.22679417751985861,794,0.02675074392106262
297,-21.0,-20.6,0.22566020663225933,843,0.02445340418859058
298,-19.0,-20.4,0.22453190559909803,1042,0.026793045216354394
299,-21.0,-20.4,0.22340924607110255,764,0.02727069456681258
300,-21.0,-20.6,0.22229219984074702,764,0.02477112784080804
